text,label
Já recomendei aqui e recomendo de novo Sua péssima saúde mental pode ser culpa do capitalismo …,0
Nenhuma pessoa tem todos os 5 um bom relacionamento com os pais sóbrio vontade de viver amigos boa saúde mental,0
eu me recordo de como estava em 2016 2017 e até 2018 e me assusto ao perceber q to no momento mais bojack horseman da minha vida paradoxalmente tb to numa fase de autoconhecimento e evolução pessoal muito grande doideira crescer ne galera mas faz bem cuidem da saúde mental,1
Depositei um dinheiro na minha nuconta depois do meio dia aí agora tô naquela onda de será que o sistema bancário vai esquecer desse meu depósito Ansiedade até o próximo dia útil,0
Hoje tem Flamengo hoje tem nervosismo tem gente gritando gente roendo unha de ansiedade Enfim tem Flamengo e não dá pra comparar porque Flamengo é Flamengo Hoje tem Gol do Gabigol,0
Essa ansiedade ta me causando dor d cabeça,1
Sempre fico dentro no meu pré niver Por que nunca consigo fazer o que quero nunca gostei de fazer festa a ansiedade e as complicações a dois anos deixei até por que gente pra festa sempre tem mas pra escutar meus lamentos e áudios bíblias são poucos,1
Muitas vezes não achamos saídas para os nossos problemas e na maioria das vezes muitos vão pelo caminho mais fácil seja depressão ansiedade falta de autoestima são problemas não existe motivo para se envergonhar e sim agradecer por ter uma segunda chance …,0
puts que barra eu tomo antidepressivo e remédio pra ansiedade o que não faz mt efeito em mim mas acho que eles tiram a minha libido tbm,1
Ter uma noite de merda devido a insônia e ansiedade e acordar às 5 da manhã no sábado a vontade de chorar é grande mas a de morrer é maior,1
se eu tivesse na cidade do rock ja teria infartado de tanta ansiedade nao me decepcione,0
ansiedade não invente de atacar agora não mia fia,1
eu meu pai basicamente me abandonou eu sofro de distúrbios alimentares depressão ansiedade e pânico minha mãe não deixa eu me assumir bissexual pra minha família e agora eu preciso cuidar da casa sozinha pq meu avô tá morrendo além disso eu me mantenho com notas altas em td …,1
eu tentando controlar a minha ansiedade,1
do nada uma ansiedade bizarra,1
quando eu tenho crise de ansiedade eu apago a luz do banheiro deixo a lanterna do celular ligada e coloco alguma música pra tocar relaxa tanto de vdd,1
• ansiedade • palidez • fraqueza • suor intenso • falta de ar • palpitações • tonturas • tremores • formigamento • desmaio • sensação de morte,1
ansiedade já pro jogo pqp,0
caraio vamo,0
é 2h de ansiedade p 3 dias com os musculos doendo,0
ai que sdds passar um diazinho sem a ansiedade atacar,1
Em uma noite de ansiedade eu traço metas pra minha vida no outro dia já tô estudando formas efetivas de conseguir o que eu quero Se não fosse a minha indecisão eu me consideraria a mulher mais foda que eu conheço,0
Engordei 18k em 1 ano valeu ansiedade depressão …,1
toda prova é assim eu smp tenho crise de ansiedade quando tento estudar daí chega na hj eu fico tranquilona e acabo indo não tão mal mas se eu estudasse porra era turma especial direto,1
eu tô um poço de ansiedade hj,1
eu tentando lidar com a semana de provas matéria acumulada depressão ansiedade minha falta de autoestima a pressão dos meus amigos família e meu medo do futuro,1
Uma vez meu professor falou que desviava a ansiedade para partes da vida dele eu acho q desviei a minha pro meu cabelo Eu quero finalizar todo dia,0
Dia de ir pra porto e você acorda com diarreia sinusite dor de ouvido O que minha ansiedade não faz comigo,0
Hj eu to no AUGE da minha ansiedade e stress,1
tava com sono tomei um balde de cafe pra estudar agora a ansiedade bateu tao forte q nao consigo nem dormir nem estudar parabens amore,0
é ansiedade com a Day pra quando ela chegar logo ñ sei se fez sentido isso mas ta,0
Primeira vez viajando sozinha ansiedade ta foda,0
tem um remédio natural que chama ansiodoron ele serve pra ansiedade e insônia,0
Minha ansiedade piorou 292929 com essa carga excessiva de semana pré prova e etc só o fato da minha mãe ter vindo do interior e está no mesmo ambiente que eu melhora demais,1
Teve direito a crise de ansiedade e tudo …,1
Aquele momento que vc está fazendo trabalho de RI e tem uma crise ansiedade e não para de tremer e chorar Pqp,1
Dormindo com crise de ansiedade toda noite só planejando minha viajem,1
do nada uma ansiedade bizarra,1
pois num é ainda mais quando entra o fator ansiedade no meio,1
Tô sim chatinha voltei a ter surtos e crises de ansiedade,1
ansiedade é o inferno astral o ano todo da minha vida,1
Quando a ansiedade ataca não tem quem me faça parar de comer,1
eu to so ansiedade hoje,1
a minha ansiedade dói mas não no físico talvez seja por isso que é tão difícil de se curar,1
Queria matar a minha ansiedade de rocha,1
eu is levar energético mas nada saudável se vou estar dopada e estou entre crises da ansiedade,1
mano eu tenho tudo oque eu quero se quero vou e compro parcelo em 10x mas consigo mas a minha vida não é feita de objetos e eu trocaria tudo que eu tenho hoje só pra viver um dia sem ter que me encher de remédio pra n sofrer com a ansiedade,1
Hj a ansiedade tá comendo meu cu,1
Tive uma crise forte de ansiedade nessa madrugada Eu espero nunca mais passar por isso,1
é estranho como minha ansiedade é inconsciente hoje eu notei a dermatite nervosa voltando e só consigo imaginar que seja por causa das provas mesmo eu nao sentindo a ansiedade conscientemente ela ta aqui so no esconde esconde,1
Ala a origem de um trauma pra vida toda …,0
Ansiedade tá batendo,1
Eu contando pra minha mãe das minhas crises de ansiedade de baixa autoestima Ela vai e caga em mim Puta que pariu que arrependimento,1
quando to em crise de ansiedade eu não só chego na hora como apareço 1h antes pra sofrer de ansiedade no ponto de encontro,1
Ansiedade e foda,1
A paradinha da dor hahaha …,0
Minha barriga tá doendo de ansiedade por absolutamente NADA,0
Eu to num misto de cansaço ansiedade e sono,0
eita ansiedade do cão,0
Vivendo ou apenas tomando no cú,0
Tomei 3 comprimidos pra ansiedade rssss,1
ih mulher isso foi essa noite passada crise de ansiedade várias parada acontecendo hoje ja acordei com péssimas notícias e chorei de novo,1
Eu estou disponibilizando meu WhatsApp 21 973533057 para você que tem depressão ansiedade transtorno de humor síndrome do pânico etc Ou se você estiver triste e precisando conversar Sinta se à vontade para desabafar pedir ajuda ou se for o caso só ter alguém para cvs,0
Sua ansiedade será recompensada com vitória do mandante e gol do,0
Eu acho que isso se chama ansiedade né possível Eu penso nas coisas fico ansiosa e dano a comer,1
pq q eu to tendo uma crise de ansiedade em casa com literalmente NADA acontecendo CÉREBRO EU TENHO QUE ESTUDAR SABE,1
ai que porra de ansiedade,1
Hoje tem Posso ficar puto e xingar tudo depois mas sempre bate ansiedade antes dos jogos importantes igual o de hoje acredito até o fim,0
Engordei 30kg em 2 anos e recentemente 10kg em 2 semanas por ansiedade preocupação é desespero,1
Gente sério eu n aguento mais ser TAO SENTIMENTAL eu choro por TUDO Brigando vendo propaganda na tpm menstruada se gritam cmg braba triste com raiva feliz de medo bêbada ansiedade preocupação stress EU N AGUENTO MAIS CHORAR,1
To tão na paz hoje que nem parece que ontem passei mal de ansiedade o dia todo pra fazer a prova de Direito Empresarial a noite,0
ansiedade da uma segurada ai por favor,0
A ansiedade que a universidade me trouxe me fez engordar 7k em menos de um ano que ódio …,1
Tive uma crise de ansiedade tão forte que achei que ia morrer,1
ansiedade eu te odeio,1
Preciso de algum remedio pra ansiedade,1
hoje contei a minha mãe a ansiedade que tive quando literalmente achei que ia morrer em madrid por causa de uma tempestade em que vi um relâmpago a cair ao meu lado e ela riu se na minha cara por facetime tipo …,0
to com Anthony e a ansiedade pros gêmeos vim logo só aumenta,0
Depressao batendo na porta e ansiedade nem se fala,1
Fazer caxixi vai virar meu hobbie para aliviar minha ansiedade,1
A única coisa que sinto é ansiedade,1
eu e meus picos de ansiedade diários,1
Crise de pânico ansiedade nervosa a Eu vamos planejar meu casamento pra distrair,0
Eu to dormindo e acordando com taquicardia por causa da ansiedade não sei o que eu posso fazer mais,1
Faltam dois shows para o Whitesnake Contagem regressiva e ansiedade aumentando,0
no verão eu sou uma softgirl e no inverno uma egirl,0
Tinha Aliás tenho ainda pq não vendi Passei muito mal DA ANSIEDADE na sexta e sábado Não ia conseguir ficar em público,1
E eu que achei que era agora as 17Hs Resta acompanhar X pra tirar a ansiedade,0
não ta ajudando em nada quem tem os níveis de ansiedade alterados,0
sair de casa pra abafar a solidão com ansiedade de estar fora de casa,1
vtnc eu odeio sofrer de ansiedade,1
Crise de ansiedade do caralho,1
Ansiedade maldita não aguento mais,1
Mano primeiro os pais da minha melhor amiga decidiram que começariam uma vida nova nos EUA Depois eu tive umas altas tretas com outra amiga minha e até agora tá meio tenso mas disfarçado Aí meu padrasto volta com a minha mãe Meu estômago e minha ansiedade pioram,1
odeio crise de ansiedade coração ta a mil uma tristeza que não passa e uma dor de cabeça infernal,1
eu ontem estava a ter um ataque de ansiedade enorme enquanto estava quase em coma,1
linda eu no ápice da ansiedade e esgotamento mental e fazendo meme kkkkk parabéns,1
Eu tô com tanta ansiedade minha insegurança é muto forte O pior é que eu nem posso falar o motivo da minha insgurança aqui,1
Acabei de comprar meu carro mas já quero vender pra pegar um melhor MDS me ajuda nessa ansiedade,0
Valeu ansiedade tic de organização …,0
Eu tentando barrar a minha crise de ansiedade …,1
Famosa ansiedade kkk,0
as nutricionistas só passam reeducação alimentar pq eu não me alimento direito e meu negócio é o doce de comida eu sou muito fraca aí eu vou muito bem umas semanas quando tô atacada da ansiedade eu desconto na comida e engordo tudo de novo Efeito sanfona eterno,0
A dificuldade que é levantar da cama sair p rua conversar socializar,1
o meu jogo esta 2 minutos atrasados e vocês não imaginam a ansiedade,0
Ansiedade demais,1
já tava mal agora perder essa bolsa foi a gota d’água ansiedade tá me espancando,1
Minha ansiedade me fodendo,1
Saudades de ir a concertos e quase morrer de ansiedade e de sede,0
Tenho tanta ansiedade q até chego a vomitar,1
Crise de ansiedade tpm eu só esperando a mensagem da terapeuta marcando a sessão de emergência Ótimo sábado amigos,1
a ansiedade tá me consumindo meu Deus,1
eu falo abertamente porque eu SOU diagnosticada e não tenho problema com isso eu vivo com minha depressão e ansiedade e me acostumei com isso não tenho porque não falar sobre e não me orgulho em ter mas me orgulho em conseguir estar lidando com isso,1
Ainnnn essa ansiedade vai me mataaaa chegar logo dia,0
Só quem sofre de ansiedade sabe o quão merda é ter isto,1
Deco para de dar audiência pra esse merda É isso que ele quer Abraço,0
EXATO falar ah eu tenho depressão e preciso tomar remedio porra mano não vc n tem q gostar disso ce tem que gostar de não precisar tomar remedio eu falo da minha depressão e ansiedade e muitas vezes me julgam estar romantizando mas porra é completamente diferente,1
minha ansiedade me mata,1
MANO PLMDS MINHA ANSIEDADE,0
que ansiedade do caralho pqp,0
ja perdi as contas de quantas vezes ouvi o áudio do ensaio de ontem ansiedade pro desafio do joia ta como,0
o dia que eu escolhi pra ir no rock in rio só pode ter sido feito pra mim bicho vou ter oportunidade de ver muse imagine dragons lagum o terno delacruz tudo em um dia só coração tá a mil de ansiedade,0
Parei de me exercitar a ansiedade veio com um exército to aguentando nao,1
to vendo as amizades ja indo e morrendo de ansiedade pqp,1
essa ansiedade acaba cmg,1
Lidar com perdas quando se tem ansiedade é triplicar o medo de tudo que pode vir,1
Pior quem acha legal legal tomar remédio por ter depressão ou ansiedade na vdd por qualquer motivo sonrjsndbandn,0
Terei eu tido um ataque de ansiedade ou,1
Isso se chama ansiedade pra eu ver o Filipe próximo sábado,0
Só pra piorar a caminhada to perdendo peso por conta da minha anemia e não por causa q ando milhas minha pressão tá nas alturas por conta da ansiedade e não pelo exagero do sal Ou seja eu não vou me tratar fds morrer morreu Se cuidem vcs valem a pena eu não,1
problemas mentais depressão crises de ansiedade são coisas muito sérias,0
Odeio ansiedade com todas as minhas forças,1
Eu lembrando de todos os momentos que me deram ansiedade me fazendo ter ansiedade de novo …,1
Ansiedade é mó parada pprt,1
Que ansiedade é essa,1
o ruim é que minha ansiedade sempre ataca pq eu vou pra uma festa da igreja onde eu não conheço ninguém e é muito ruim isso,1
miga eu vivo em nutricionista desde meus 8 anos de idade eu emagreço e engordo o dobro por causa da ansiedade,1
Não vou deixar o medo e a ansiedade controlarem meus pensamentos sobre o futuro O que o Universo escreveu para mim vai acontecer Eu vou atrás dos meus desejos e se eles forem o meu destino vai se tornar realidade Se não for é pq eu ainda não abri a porta certa mas vou abrir,0
10 kg Obg tcc e ansiedade …,0
Hoje eu tô sem morfina tendo crise de ansiedade tentando aguentar a dor que ta insuportável e eu só queria ter um dinheiro pra comprar uma pizza que fosse pra pelo menos afogar a tristeza e ansiedade na comida mas novamente nem isso posso pois o capitalismo vai me matar,1
Primeiros passos pra reduzir a ansiedade Silenciei o nome do presidente os emojis da bandeira do brasil e da arminha Funciona,1
é foda você ver alguém que ama tendo uma crise de ansiedade e não poder fazer nada alem de abraçar,1
meu dia está sendo maravilhoso tirando minha ansiedade pra amanhã,0
ansiedade a mil amo você garota,0
Q ansiedade me bateu agora mos do céu,1
minha ansiedade não decide se vai me matar de fome ou gula,1
Ajudam e dão apoio pra todo mundo com depressão e ansiedade nas redes sociais Mais quando é o amigo ao lado não sabem oque fazer,1
MEEEUUU DEUSSSSSS QUE ANSIEDADE É ESSA,1
Um misto de medo expectativa e ansiedade É a primeira vez num circuito nas alturas em CASA Alegria de Viver …,0
desde à minha festa surpresa minha aprovação na experiência e à festa que meus pais fizeram pra mim Tudo isso foi muito importante pra eu resgatar os melhores sentimentos que eu tenho em mim e que estavam escondidos pela ansiedade e tristeza,0
Carai que ansiedade e essa véi kk slc,0
a ansiedade pra viajar meu pai,0
Simplesmente estou tendo crise de ansiedade e não paro de tremer,1
Meu Deus do céu minha bendita ansiedade tá no auge Tô esperando aqui,1
mal posso esperar ir pra faculdade pra ter varias crises de ansiedade,0
Invés de ser crise de ansiedade eu tenho crises de surtos e grosserias,0
Até que enfim consegui fazer o c6 bank só espero que chegue esse cartão já estava me consumindo de ansiedade,0
ROSA VAMOS FAZER UMA TERAPIA CONJUNTA DOS SEGUIDORES SÓ PELA ANSIEDADE QUE FOI GERADA ✪ ᵃᶜᵒᵐᵖᵃⁿʰᵃⁿᵈᵒ,0
eu tentando fugir da minha ansiedade …,0
PRIMEIRA VEZ NO MARACANÃ JÁ CONHECI O BAR DOS CHICOS ANSIEDADE TOMANDO DE CONTA,0
4 Converse com pessoas que você ama Pode ser seu a namorado a amigo a ou alguém da sua família Conversar com alguém em quem você possui confiança é crucial em crises de ansiedade tente se distrair com uma boa conversa isso fará com que você se sinta bem mais calmo,0
Ansiedade batendo já kkk,0
Eu surtando com a ansiedade e dps me acalmando como se nada tivesse acontecido …,0
Descobri q basicamente minha família inteira tem problemas com ansiedade kkkk n sou a única então kkk,1
“pra quem tem crise de ansiedade gostar de alguém é o maior castigo que existe,1
Tem uma galera aqui do Twitter que vive dando desculpa para não trabalhar dizendo que tem depressão ansiedade TOC etc Agora vai ver todo mundo no Rock in Rio Todos curados,0
16 Estou sofrendo para eliminá los mas não consigo A ansiedade não deixa,1
Eu tenho o caminho todo traçado a ansiedade não me deixa nem levantar da cama vai entender mas vou chega em casa desliga o Wifi e me afundar nessa pesquisa de campo afundar mesmoooo,0
Ansiedade e dor de cabeça,0
Depois de passar a semana toda na ansiedade pra ver um show de um ídolo meu voltei extremamente decepcionado pra casa Não pelo show pq esse como vai vir a ser contado logo a seguir eu nem consegui ver mas tenho certeza que foi do caralho,0
o ansiedade do cpt,1
alcoolismo depressão e ansiedade …,0
Fazia dias que eu não tinha uma crise de ansiedade,1
twt que horas sai a atualização Tô morrendo de ansiedade para o crossover,0
EU ME SINTO UM ROBÔ COM LOLO ¡¡¡ bala ao menos é uma sensação de tesao narcisismo y comunicação lolo me deixa com a ansiedade hard,0
Eu chego em casa minha ansiedade transborda,1
minha ansiedade ta atrapalhando tudo literalmente tudo o que eu faço chegou até no esporte no qual é minha maneira de tratar isso,1
crise de ansiedade em pleno sabado frio e chuvoso eu amo a vida,1
Crise de ansiedade acabou com minha coluna,1
E eu tó quase tendo uma crise de ansiedade vamos se controlar Aylla,1
De volta a ansiedade que terror,1
Não tô conseguindo respirar de ansiedade Mas ok,1
Aaaaa que ansiedade que este jogo me deu,0
e mto bommm eu to lendo até o mangá por ansiedade fodase,0
Engordei 8kg esse ano e já perdi tudo essa semana ansiedade me ajuda tanto kk …,1
Você passa por problemas de controle de ansiedade e a Piscicóloga é essa …,0
ter crise de ansiedade enquanto está estudando por medo de ir mal nas provas,1
Tô revendo as músicas antigas da Kesha e tá dando tanta nostalgia que chega a dar ansiedade,0
foda pq eu to doente e morrendo de febre e dO NADA começo a ter uma crise de ansiedade e fico chorando eh um bom dia pra ser eu,1
Tô esperando o Matheus passar aq pra me buscar pra irmos pra luta dele não sei oq eu tô sentindo nervosismo ansiedade não sei explicaaaaarrrrrrr,0
Tô tremendo que nem uma cadela pela ansiedade,1
ansiedade ta como falaí 1 semaninha só,0
Eu e minha amiga tendo as mesmas crises de ansiedade e uma sabendo exatamente o que a outra tá passando e se apoiando aaaa algumas amizades são valiosas demais não sei o que seria de mim sem,1
Não desejem nunca na vida de vocês ter ANSIEDADE é sério gente tô eu aqui péssima com os remédios super fortes que tenho q,1
meu celular só chega dia 15 pqp q ansiedade,0
antes de você ir fica mais um pouco tateia todo o meu corpo desova a minha ansiedade pr’eu me sentir um pouco menos louco,0
eu tô pedindo socorro minha ansiedade aumentou antes eu tinha crises poucas vezes agora é mais por semana minha motivação tá no zero não aguento mais bicho do fundo do coração não da mais,1
Eu tô surtando de ansiedade pra legacy,0
Ansiedade é uma parada sinistra,1
última vez que insisti em alguém me causou ansiedade insônia insegurança então me afasto e tchau,1
so quero dia 19 essa hr esta na minha primeiraa aula ai q ansiedade,0
Odeio ter essas bads ansiedade AAAAAAAAA,1
eu tive um puta sonho horrível tendo crise de ansiedade e quando acordo tô tendo crise de ansiedade,1
estes time out dão me ansiedade MUITA,0
Eu to numa crise de ansiedade Coloquei Promise pra tocar pra ver se me acalmo Mas agr eu choro cada vez mais,1
acabei de sair do ensaio ansiedade bateu e eu decidi que quero sair da bateria Beloved,1
minha ansiedade e fora do normal kkk sem base,0
Toda vez que vejo ou ouço o STF minha sede por justiça aumenta e aí vem o ódio seguido de vômito e muita ansiedade Acho que vou visitar um psiquiatra para tentar entender a cabeça do Janot que não,0
Deus tira de mim essa ansiedade isso não me pertence amém,1
tô sentindo a crise de ansiedade vindo,1
3 Exercite a sua auto confiança A auto confiança é um sentimento essencial nas crises de ansiedade Tente tirar um tempo para dedicar à você seja fiel à você mesmo Você é a sua melhor companhia dê valor à você e tente pensar no máximo de qualidades suas que você puder,0
Ansiedade pro XV da prima tá foda,0
Ansiedade é uma M E R D A,0
Foda de me atacar da ansiedade é que depois que passa vem uma exaustão absurda,0
Não somente a Shantala mas a massagem relaxante para crianças e adolescentes reduz futuros doenças neurológicas como o stress ansiedade e hiperatividade TDHA …,0
e a crise de ansiedade ta voltando,1
os correios me odeiam sabe eu nem aguento mais de tanta ansiedade que saco,0
Meu Deus acho q hj vou morrer Causa da morte ansiedade,1
Que ansiedade pra ver o Flamengo entrar em campo mais a hora que também não passa,0
Ansiedade na cidade Humanz Pra mim são essências em viagens,0
ok ansiedade segura a onde ai,1
ansiedade ó tá me matando,1
isso sem contar os sintomas de uma crise de ansiedade q eu infelizmente to voltando a ter praticamente todos os dias,1
e eu que to tendo crise de ansiedade desde ontem pro trabalho q é só segunda,1
Eu vou sair Minha ansiedade Oi rs,0
Sabe o que é ter que tomar remédio pra dormir pq vc tem medo de fazer isso Eu não queria deixar a ansiedade ser maior que eu,1
Minha mãe teve crise de ansiedade e sendo a ela tem muito tempo que ela não tem E agora estamos trocando nossos experiências,0
2015 0 ansiedade 0 depressão Joelho 100 75kg full Hd Emprego bala Que porra aconteceu,0
Ser uma pessoa com ansiedade que depende de mãos mt estáveis pra trabalhar é a combinação mais bombástica q tem,0
sobre vc LGBTQ momento com dúvidas porém b sim q eu saiba k comenta um emoji que eu mando ou não,0
to surtando de ansiedade,1
vei eu te falei q eu acordei 5 horas da manhã hj por causa da minha ansiedade,1
Sempre que tenho um ataque de ansiedade até consigo controlar e não pegar na lâmina mas hoje não foi um desses dias,1
Rapaz sou a empolgação em pessoa e a tempos não me via na ansiedade tbm kkkkkkkkkk,0
queria ter dinheiro igual tenho ansiedade,0
nesse caso eu tô falando de remédios como antidepressivo pra ansiedade e etc,1
…,0
Mano certeza q vou ficar com dor de barriga no dia do baile da Escócia kkk que ansiedade é essa mermão,0
Na moral que é uma palhaçada ter ansiedade e um bagulho muito estranho,1
pouca diferença de golos em jogos de andebol da me imensa ansiedade,0
como falar pro seu namorado que você tem depressão auto estima baixa saúde mental horrivel bipolaridade e ansiedade sem ele dizer depois que é frescura google pesquisar,1
Nossa to muito assim tb Ansiedade a mil,0
PQ A GENTE TOMA SEMPRE DECISÃO PRECIPITADA E AÍ ARREPENDE E NÃO APRENDE A LIÇÃO maldita seja a ansiedade,0
ter ansiedade é uma merda,1
Vocês têm noção que faltam menos de 7 dias para anitta cantar no Rock in rio AAAAAA QUE ANSIEDADE,0
Ano que vem podia chegar logo né não to aguentando de ansiedade pra voltar pro ballet,0
Não aguento mais de ansiedade só queria que minha princesa é dor encima de dor e NADAA,0
essa minha ansiedade vai me matar uma hora,1
q ansiedade mano marquem,0
I m asking nicely Give me what I want O que eu quero Emocional estavel Não ficar nessa ansiedade Não ter que ir em psicologo,0
Minha ansiedade me forçou a começar a ler o mangá,0
a tristeza a ansiedade pedem música triste sorvete,1
Puta que pariu a ansiedade pela tá me matando,0
Espera um tempo como se desse pra controlar mas acalma a ansiedade se ver se realmente é recíproco se é uma coisa que vai fazer bem se entregue é muito bom você gostar de alguém e receber o mesmo carinho de volta,0
eu tentando controlar minha ansiedade …,0
um monte de gente falando do rock in rio no chat da live eu vou surtar de ansiedade,0
CARALHO ELA NÃO PERCEBE QUE ISSO É HORRÍVEL E EU NÃO ESCOLHO TER ANSIEDADE,1
adiei o que minha ansiedade permitiu mas agora é oficial suits acabou,0
Ansiedade miiilll pra amanhã veyyy,0
Qnd to a ter uma crise de ansiedade vejo sempre este vídeo …,0
tive ataque de pânico ansiedade durante as provas hoje e acho q to tendo ate agr,1
Daq a pouco eu morro de tanta ansiedade,0
eu odeio ter crise de ansiedade pois • perguntas sem respostas • sensação de morte • criar coisas na cabeça e isso assombrar é horrível,1
só penso no jogo de amanhã não sei porquê tou com grande ansiedade,0
vou surtar de ansiedade até o fim do dia,1
Eu vendo esse povo indo pro RIR tá me dando mais ansiedade ainda af,0
e eu que to morrendo de ansiedade e tudo oq eu como eu vomito e aí chega minha mãe e fala que eu tenho que aprender a lidar com as minhas frustrações e que tenho que comer,1
Nojo quando alguém que eu conheço me manda coisa de página privada no insta toma no cu ter que seguir só porque minha ansiedade de saber o que é maior do que tudo,0
Cara eu tô MUITO assim Acordei 6 00 surtando com ansiedade por conta dissk,1
ansiedade é um mal ou é normal,0
Nossa e a minha ansiedade eh fodida eu chego a chorar e ficar tremendo pensando sempre no pior é foda,1
tô c náusea mano PQ CRLS ANSIEDADE EXISTE,1
Nem to com fome e quero comer como uma condenada mas to me proibindo de sair do quarto ansiedade é uma drogaaa,1
Tô me sentindo muito mal Sabe até os acontecimentos políticos e sociais estão contribuindo pra uma nova crise de ansiedade Os relatos do que aconteceu na batalha do Trapiche estão me deixando muito mal muito mal,1
meu deus eu vou comer tudo que tem nessa casa hoje de ansiedade,1
Quando ele tiver crise de ansiedade pesa na dele aí quero ver ele te zoar ainda,0
é uma consequência da ansiedade eu sei mas é cruel demais,0
hj é a final do campeonato to numa ansiedade do caralho af,0
eu to no auge da minha insegurança e ansiedade não sei como eu vou pra rave kkk fudeu,1
quase metade em um dia pode não parecer muito pra alguns mas eu tô enfrentando muitas crises de ansiedade esses dias então tô bem feliz com o andamento da leitura,1
Crise de ansiedade no shopping sozinho Tenho Quase morrendo pqp,1
Descontando toda minha ansiedade na comida Ta osso Rezando para esse ano acabar,1
NÍVEL DE ANSIEDADE █ █ █ █ █ █ ＿ FLAMENGO OUTRA X GRÊMIO COISA,0
Parece que eu levei um socão na barriga de tanta ansiedade pqp,1
Ansiedade do krlh sempre me matando kkk,0
Essa ansiedade ainda vai me matar puta merdaaaaaaaa,1
ansiedade me impedindo de estudar tudoh,1
Ansiedade é pouco pra esse baile do general hahaha,0
Como lidar com ansiedade ludoresponde via,0
to deitada na minha cama respirando fundo tentando não surtar meu estômago enjôa os ossos do meu rosto doem e o desespero só ctesce eu nao aguento mais essas crises de ansiedade,1
Uma ansiedade porra,1
Estou com crise de ansiedade pqp,1
as vezes me da uma noia tipo nossa como sera q as crianças de it e stranger things vao ficar adultas e bate uma ansiedade kkkkkkk,0
A ansiedade ainda vai comer meu cu com farofa enquanto ela estiver internada mas fico mais aliviada que está melhorando,0
eu e viana falando do lolla n sei quem vai surtar de ansiedade primeiro kkkkk,0
do nada minha ansiedade atacou de uma forma q eu nem sei,1
eu tentando me livrar da paranóia ansiedade pensamento negativo gente chata …,0
estou com bue ansiedade,0
N vejo a hr do Théo nascer cr q ansiedade,0
Teorias do Amor Moderno Ansiedade Clipe Oficial via,0
Minha ansiedade só cresce,1
fui tentar conversar com um amig e mandei uma mensagem ele respondeu agora não consigo responder de volta obrigada por todo ansiedade,1
anuncia o ceni aí mano eu tenho ansiedade tô começando a ficar nervoso,0
ter ansiedade é uma merda papo reto,1
Há algumas pessoas com as quais conseguinos lidar mesmo que a realação seja mercada pela discodáncia e outras características que se aproximam mais do desamor que propriamente da amizade Há outras que são de fato tóxicas para nós nos geram ansiedade medo É importante afastar,0
Eu sempre gostei de seminário no ens médio depois que entrei pra faculdade desenvolvi uma ansiedade que nunca tive na hora de falar mas agora sinto que tô conseguindo me livrar disso,1
o auge eu decidir fazer croche pra ver se controlo minha ansiedade,1
Tb acho promissor mas veio de um organizado Betis pra um bagunçado Barcelona Isso sem contar os quesitos psicologicos ansiedade pressão receio que não o deixa desempenhar seu futebol normal,0
Merda ataco a ansiedade mas hj o dia tá só tendo coisa boa,1
É fodas você não ter controle da sua cabeça da sua ansiedade Cada palavra parece faísca pra um incêndio Mas nunca vai passar de drama ou de fraqueza pra muitos,1
Passando de ansiedade boa tarde,1
No episódio anterior A babz a ter um ataque de ansiedade a meio no rally Não perca também neste episodio A babz a ter um ataque de ansiedade a meio do festival de tunas,0
Eu tava de boa e aí vem a crise de ansiedade comer meu cu,1
O bagulho vai ser ruim só por causa dessa ansiedade,0
Ansiedade tak desgraça,1
To com ansiedade,0
Eu compro as paradas na internet e fico morrendo de ansiedade achando que vai chegar no dia seguinte não dá,0
eu queria mt que alguém nessa casa entendesse que minhas crises de ansiedade não são brincadeira,1
ansiedade 10 10 hoje e me matando,1
a minha vida é movida através do choro eu choro de felicidade choro de tristeza choro de raiva choro durante minhas crises de ansiedade,1
Meu problema é subestimar a intensidade das minhas crises de ansiedade toda vez eu acho que a última foi a pior daí vem outra pra me mostrar que aquela era só treinamento,1
A ansiedade ela acaba com a pessoa,1
a dor que era só de um lado da nuca agora é dos dois sinceramente ansiedade ataque só a gastrite e deixa o resto em paz,1
minha ansiedade ta atacando ótimo,1
Ansiedade aqui em Formosa já é mato mano,0
O problema em qualquer coisa está na banalização palavras não mudam o mundo oq mudam são atitudes e ou rever as suas vamos começar sobre oq vcs amam falar nas redes depressão e ansiedade Estar triste não é ser depressivo Estar ansioso não é ter ansiedade,0
Acabei de chegar do hospital pq estou com crise de ansiedade ve se pode afs,1
Sofro de ansiedade Eu odeio esperar,0
Pois é Esses dias tava conversando com a minha mãe sobre fumar maconha pra ansiedade e ela pareceu super tranquila em relação a isso já vi que ajuda filha ruim é o tráfico Que mulher compreensiva viu,0
eu to tento uma crise de ansiedade agora que saco mano que saco,1
não sei qual o meu problema pra me dar tanta crise de ansiedade,1
Meu sonho de ver a todo dia vai ser realizar,0
a maldade é tanta nesse mundo q até um animalzinho sofre complicado conviver assim,0
Ansiedade que chama Vou é no cassino tentar ganhar uns pesos pra adiar os planos de prostituição e assalto à banco,0
Ok ansiedade atacou Minha hr é esta bye,1
não sei como é que gostam de falar ao telemóvel só me da ansiedade …,0
Só vou embora em novembro e já estou tendo crise de ansiedade pra chegar em casa,0
No hoje Imagina o tamanho da minha ansiedade Tenho certeza que o vai nas alturas,0
